date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Interest Income,Interest Expense,Interest Income,Rent Expense Supplemental,Otherunder Preferred Stock Dividend,Minority Interests,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Write Off,Gain On Sale Of Security,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,stock_id,fiscal_date,Average Dilution Earnings,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Operating Expenses,Total Other Finance Cost,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Gain On Sale Of Business,Other Special Charges,Impairment Of Capital Assets,Insurance And Claims,Salaries And Wages,Provision For Doubtful Accounts,Depletion Income Statement,Depreciation Income Statement,Preferred Stock Dividends,Gain On Sale Of Ppe,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Other Taxes
,0.0,0.081,4822000000.0,2621000000.0,1220000000.0,14709000000.0,4822000000.0,3602000000.0,2621000000.0,2621000000.0,19801000000.0,,1829000000.0,1821000000.0,1.43,1.44,2621000000.0,2621000000.0,2621000000.0,2842000000.0,2842000000.0,251000000.0,3093000000.0,81000000.0,-65000000.0,3354000000.0,5092000000.0,,3872000000.0,8446000000.0,14709000000.0,23155000000.0,23155000000.0,0.0,0.0,-342000000.0,509000000.0,167000000.0,,,-221000000.0,0.0,0.0,-342000000.0,509000000.0,167000000.0,,,,,,DIS,2024-06-30 00:00:00,,146000000.0,,,,,1220000000.0,1220000000.0,,,,65000000.0,,,,,,,,,,,,
,-324030000.0,0.21,4308000000.0,460000000.0,1285000000.0,14230000000.0,2765000000.0,1480000000.0,1678970000.0,460000000.0,19829000000.0,,1819000000.0,1814000000.0,0.25,0.25,460000000.0,460000000.0,460000000.0,564000000.0,564000000.0,384000000.0,948000000.0,-1032000000.0,,2745000000.0,5599000000.0,,4314000000.0,8344000000.0,14230000000.0,22574000000.0,22574000000.0,-1543000000.0,-1543000000.0,-765000000.0,532000000.0,-233000000.0,,,-104000000.0,-1543000000.0,1543000000.0,-765000000.0,532000000.0,-233000000.0,,,,,,DIS,2024-09-30 00:00:00,,107000000.0,,,,,1285000000.0,1285000000.0,,,,0.0,,,,,,,,,,,,
,-39754000.0,0.278,5566000000.0,2554000000.0,1276000000.0,15406000000.0,5423000000.0,4147000000.0,2657246000.0,2554000000.0,20612000000.0,,1818000000.0,1812000000.0,1.4,1.41,2554000000.0,2554000000.0,2554000000.0,2644000000.0,2644000000.0,1016000000.0,3660000000.0,15000000.0,66000000.0,4078000000.0,5206000000.0,,3930000000.0,9284000000.0,15406000000.0,24690000000.0,24690000000.0,-143000000.0,-143000000.0,-433000000.0,487000000.0,54000000.0,,,-90000000.0,-143000000.0,143000000.0,-433000000.0,487000000.0,54000000.0,,,,,,DIS,2024-12-31 00:00:00,,92000000.0,,,,,1276000000.0,1276000000.0,,,,,,,,,,,,,,,,
,-22890000.0,0.21,4991000000.0,3275000000.0,1324000000.0,14810000000.0,4882000000.0,3558000000.0,3361110000.0,3275000000.0,20115000000.0,,1814000000.0,1808000000.0,1.81,1.81,3275000000.0,3275000000.0,3275000000.0,3401000000.0,3401000000.0,-314000000.0,3087000000.0,-73000000.0,,3506000000.0,5305000000.0,,3981000000.0,8811000000.0,14810000000.0,23621000000.0,23621000000.0,-109000000.0,-109000000.0,-346000000.0,471000000.0,125000000.0,,,-126000000.0,-109000000.0,109000000.0,-346000000.0,471000000.0,125000000.0,,,,,,DIS,2025-03-31 00:00:00,,36000000.0,,,,,1324000000.0,1324000000.0,,,,,,,,,,,,,,,,
,-38850000.0,0.21,5166000000.0,5262000000.0,1332000000.0,14532000000.0,4981000000.0,3649000000.0,5408150000.0,5262000000.0,20005000000.0,,1805000000.0,1799000000.0,2.92,2.92,5262000000.0,5262000000.0,5262000000.0,5943000000.0,5943000000.0,-2732000000.0,3211000000.0,-110000000.0,,3645000000.0,5473000000.0,,4141000000.0,9118000000.0,14532000000.0,23650000000.0,23650000000.0,-185000000.0,-185000000.0,-324000000.0,438000000.0,114000000.0,,,-681000000.0,-185000000.0,185000000.0,-324000000.0,438000000.0,114000000.0,,,,,,DIS,2025-06-30 00:00:00,,75000000.0,,,,,1332000000.0,1332000000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,891224000.0,891224000.0,-0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,DNN,2024-03-31 00:00:00,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,
,-12337.741114,0.00273,-8534000.0,-16441000.0,2663000.0,1367000.0,-13054000.0,-15717000.0,-11933337.741114,-15970000.0,14044000.0,,892230000.0,892230000.0,-0.02,-0.02,-15970000.0,-15970000.0,-15970000.0,-15970000.0,-16441000.0,-45000.0,-16486000.0,-5143000.0,-76000.0,-12718000.0,12677000.0,,3741000.0,-41000.0,1367000.0,1326000.0,1326000.0,-4520000.0,-4520000.0,1375000.0,769000.0,2144000.0,,,,0.0,,1375000.0,769000.0,2144000.0,,-4520000.0,,3741000.0,3741000.0,DNN,2024-06-30 00:00:00,,-547000.0,,8936000.0,1240000.0,471000.0,,,,,,,,,,,,,,0.0,,,,
,-74099.255774,0.006401,-12046000.0,-25767000.0,2309000.0,1030000.0,-23622000.0,-25931000.0,-14265099.255774,-25767000.0,16468000.0,,892468000.0,892468000.0,-0.03,-0.03,-25767000.0,-25767000.0,-25767000.0,-25767000.0,-25767000.0,-166000.0,-25933000.0,-11273000.0,907000.0,-15773000.0,15438000.0,,3552000.0,-335000.0,1030000.0,695000.0,695000.0,-11576000.0,-11576000.0,1113000.0,2000.0,1891000.0,,,,20000.0,,1113000.0,2000.0,1891000.0,,-11596000.0,,3552000.0,3552000.0,DNN,2024-09-30 00:00:00,,-604000.0,,11886000.0,776000.0,0.0,,,,,,,,,,,,,,20000.0,,,,
,-2490000.0,0.15,-10395000.0,-29502000.0,2401000.0,1198000.0,-26995000.0,-29396000.0,-15392000.0,-29502000.0,20443000.0,,,,,,-29502000.0,-29502000.0,-29502000.0,-29502000.0,-29502000.0,3000.0,-29499000.0,-10977000.0,3875000.0,-19273000.0,19245000.0,,5618000.0,-28000.0,1198000.0,1170000.0,1170000.0,-16600000.0,-16600000.0,751000.0,103000.0,1546000.0,,,,142000.0,,751000.0,103000.0,1546000.0,,-16742000.0,,5618000.0,5618000.0,DNN,2024-12-31 00:00:00,,1748000.0,,13627000.0,692000.0,0.0,,,,,,,,,,,,,,142000.0,,,,
,-3348098.309052,0.121555,-18826000.0,-43534000.0,2508000.0,1223000.0,-46370000.0,-48878000.0,-19338098.309052,-43534000.0,23511000.0,,895775000.0,895775000.0,-0.05,-0.05,-43534000.0,-43534000.0,-43534000.0,-43534000.0,-43534000.0,-6024000.0,-49558000.0,-28058000.0,388000.0,-22136000.0,22288000.0,,4743000.0,152000.0,1223000.0,1375000.0,1375000.0,-27544000.0,-27544000.0,636000.0,680000.0,1316000.0,,,,251000.0,,636000.0,680000.0,1316000.0,,-27795000.0,,4743000.0,4743000.0,DNN,2025-03-31 00:00:00,,-902000.0,,17545000.0,,,,,,,251000.0,,,,,,,,,,,,,
,4857000.0,0.15,-16468000.0,12498000.0,2724000.0,1386000.0,15912000.0,13188000.0,-15025000.0,12498000.0,20066000.0,,903172000.0,896322000.0,0.01,0.01,12498000.0,12498000.0,12498000.0,12498000.0,12498000.0,-83000.0,12415000.0,31037000.0,442000.0,-18790000.0,18680000.0,,4603000.0,-110000.0,1386000.0,1276000.0,1276000.0,32380000.0,32380000.0,168000.0,773000.0,941000.0,,,,,,168000.0,773000.0,941000.0,,32380000.0,,4603000.0,4603000.0,DNN,2025-06-30 00:00:00,,-1785000.0,,14077000.0,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,891224000.0,891224000.0,-0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,DNN,2024-03-31 00:00:00,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,
,-12337.741114,0.00273,-8534000.0,-16441000.0,2663000.0,1367000.0,-13054000.0,-15717000.0,-11933337.741114,-15970000.0,14044000.0,,892230000.0,892230000.0,-0.02,-0.02,-15970000.0,-15970000.0,-15970000.0,-15970000.0,-16441000.0,-45000.0,-16486000.0,-5143000.0,-76000.0,-12718000.0,12677000.0,,3741000.0,-41000.0,1367000.0,1326000.0,1326000.0,-4520000.0,-4520000.0,1375000.0,769000.0,2144000.0,,,,0.0,,1375000.0,769000.0,2144000.0,,-4520000.0,,3741000.0,3741000.0,DNN,2024-06-30 00:00:00,,-547000.0,,8936000.0,1240000.0,471000.0,,,,,,,,,,,,,,0.0,,,,
,-74099.255774,0.006401,-12046000.0,-25767000.0,2309000.0,1030000.0,-23622000.0,-25931000.0,-14265099.255774,-25767000.0,16468000.0,,892468000.0,892468000.0,-0.03,-0.03,-25767000.0,-25767000.0,-25767000.0,-25767000.0,-25767000.0,-166000.0,-25933000.0,-11273000.0,907000.0,-15773000.0,15438000.0,,3552000.0,-335000.0,1030000.0,695000.0,695000.0,-11576000.0,-11576000.0,1113000.0,2000.0,1891000.0,,,,20000.0,,1113000.0,2000.0,1891000.0,,-11596000.0,,3552000.0,3552000.0,DNN,2024-09-30 00:00:00,,-604000.0,,11886000.0,776000.0,0.0,,,,,,,,,,,,,,20000.0,,,,
,-2490000.0,0.15,-10395000.0,-29502000.0,2401000.0,1198000.0,-26995000.0,-29396000.0,-15392000.0,-29502000.0,20443000.0,,,,,,-29502000.0,-29502000.0,-29502000.0,-29502000.0,-29502000.0,3000.0,-29499000.0,-10977000.0,3875000.0,-19273000.0,19245000.0,,5618000.0,-28000.0,1198000.0,1170000.0,1170000.0,-16600000.0,-16600000.0,751000.0,103000.0,1546000.0,,,,142000.0,,751000.0,103000.0,1546000.0,,-16742000.0,,5618000.0,5618000.0,DNN,2024-12-31 00:00:00,,1748000.0,,13627000.0,692000.0,0.0,,,,,,,,,,,,,,142000.0,,,,
,-3348098.309052,0.121555,-18826000.0,-43534000.0,2508000.0,1223000.0,-46370000.0,-48878000.0,-19338098.309052,-43534000.0,23511000.0,,895775000.0,895775000.0,-0.05,-0.05,-43534000.0,-43534000.0,-43534000.0,-43534000.0,-43534000.0,-6024000.0,-49558000.0,-28058000.0,388000.0,-22136000.0,22288000.0,,4743000.0,152000.0,1223000.0,1375000.0,1375000.0,-27544000.0,-27544000.0,636000.0,680000.0,1316000.0,,,,251000.0,,636000.0,680000.0,1316000.0,,-27795000.0,,4743000.0,4743000.0,DNN,2025-03-31 00:00:00,,-902000.0,,17545000.0,,,,,,,251000.0,,,,,,,,,,,,,
,4857000.0,0.15,-16468000.0,12498000.0,2724000.0,1386000.0,15912000.0,13188000.0,-15025000.0,12498000.0,20066000.0,,903172000.0,896322000.0,0.01,0.01,12498000.0,12498000.0,12498000.0,12498000.0,12498000.0,-83000.0,12415000.0,31037000.0,442000.0,-18790000.0,18680000.0,,4603000.0,-110000.0,1386000.0,1276000.0,1276000.0,32380000.0,32380000.0,168000.0,773000.0,941000.0,,,,,,168000.0,773000.0,941000.0,,32380000.0,,4603000.0,4603000.0,DNN,2025-06-30 00:00:00,,-1785000.0,,14077000.0,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQIX,2024-03-31 00:00:00,,,,,,,,,,,,1000000.0,,,,,,,,0.0,,,,
,2025862.068966,0.135057,932000000.0,301000000.0,489000000.0,1082000000.0,947000000.0,458000000.0,288025862.068966,301000000.0,1738000000.0,436000000.0,95166000.0,94919000.0,3.16,3.17,301000000.0,301000000.0,301000000.0,301000000.0,301000000.0,47000000.0,348000000.0,8000000.0,-7000000.0,421000000.0,656000000.0,,656000000.0,1077000000.0,1082000000.0,2159000000.0,2159000000.0,15000000.0,15000000.0,-81000000.0,110000000.0,29000000.0,,,0.0,15000000.0,3000000.0,-81000000.0,110000000.0,29000000.0,0.0,,219000000.0,437000000.0,437000000.0,EQIX,2024-06-30 00:00:00,,,,,,,,,,,,,0.0,,,,,,,18000000.0,,,,
,-1078000.0,0.154,970000000.0,297000000.0,496000000.0,1098000000.0,963000000.0,467000000.0,302922000.0,297000000.0,1769000000.0,425000000.0,95731000.0,95394000.0,3.1,3.11,297000000.0,297000000.0,297000000.0,296000000.0,296000000.0,54000000.0,350000000.0,,7000000.0,432000000.0,671000000.0,,671000000.0,1103000000.0,1098000000.0,2201000000.0,2201000000.0,-7000000.0,-7000000.0,-82000000.0,117000000.0,35000000.0,,,1000000.0,-7000000.0,7000000.0,-82000000.0,117000000.0,35000000.0,,,237000000.0,434000000.0,434000000.0,EQIX,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,0.0,,,,
,0.0,0.0,941000000.0,-14000000.0,498000000.0,1196000000.0,624000000.0,126000000.0,303000000.0,-14000000.0,1856000000.0,103000000.0,96849000.0,96849000.0,-0.14,-0.14,-14000000.0,-14000000.0,-14000000.0,-14000000.0,-14000000.0,14000000.0,0.0,-328000000.0,-11000000.0,405000000.0,660000000.0,,660000000.0,1065000000.0,1196000000.0,2261000000.0,2261000000.0,-317000000.0,-317000000.0,-77000000.0,126000000.0,49000000.0,,,0.0,-317000000.0,69000000.0,-77000000.0,126000000.0,49000000.0,,,209000000.0,451000000.0,451000000.0,EQIX,2024-12-31 00:00:00,,,,,,,,,,,,15000000.0,,,,,,,,0.0,,,,
,-2000000.0,0.125,1009000000.0,343000000.0,479000000.0,1084000000.0,993000000.0,514000000.0,357000000.0,343000000.0,1751000000.0,458000000.0,97887000.0,97514000.0,3.5,3.52,343000000.0,343000000.0,343000000.0,343000000.0,343000000.0,49000000.0,392000000.0,-7000000.0,9000000.0,474000000.0,667000000.0,,667000000.0,1141000000.0,1084000000.0,2225000000.0,2225000000.0,-16000000.0,-16000000.0,-75000000.0,122000000.0,47000000.0,,,0.0,-16000000.0,16000000.0,-75000000.0,122000000.0,47000000.0,,,229000000.0,438000000.0,438000000.0,EQIX,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-470000.0,0.094,1044000000.0,368000000.0,499000000.0,1084000000.0,1039000000.0,540000000.0,372530000.0,368000000.0,1756000000.0,494000000.0,98050000.0,97835000.0,3.75,3.76,368000000.0,368000000.0,368000000.0,367000000.0,367000000.0,38000000.0,405000000.0,-12000000.0,-7000000.0,500000000.0,672000000.0,,672000000.0,1172000000.0,1084000000.0,2256000000.0,2256000000.0,-5000000.0,-5000000.0,-83000000.0,135000000.0,52000000.0,,,1000000.0,-5000000.0,5000000.0,-83000000.0,135000000.0,52000000.0,1000000.0,,221000000.0,451000000.0,451000000.0,EQIX,2025-06-30 00:00:00,,,,,,,,,,,,-1000000.0,1000000.0,,,,,,,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQIX,2024-03-31 00:00:00,,,,,,,,,,,,1000000.0,,,,,,,,0.0,,,,
,2025862.068966,0.135057,932000000.0,301000000.0,489000000.0,1082000000.0,947000000.0,458000000.0,288025862.068966,301000000.0,1738000000.0,436000000.0,95166000.0,94919000.0,3.16,3.17,301000000.0,301000000.0,301000000.0,301000000.0,301000000.0,47000000.0,348000000.0,8000000.0,-7000000.0,421000000.0,656000000.0,,656000000.0,1077000000.0,1082000000.0,2159000000.0,2159000000.0,15000000.0,15000000.0,-81000000.0,110000000.0,29000000.0,,,0.0,15000000.0,3000000.0,-81000000.0,110000000.0,29000000.0,0.0,,219000000.0,437000000.0,437000000.0,EQIX,2024-06-30 00:00:00,,,,,,,,,,,,,0.0,,,,,,,18000000.0,,,,
,-1078000.0,0.154,970000000.0,297000000.0,496000000.0,1098000000.0,963000000.0,467000000.0,302922000.0,297000000.0,1769000000.0,425000000.0,95731000.0,95394000.0,3.1,3.11,297000000.0,297000000.0,297000000.0,296000000.0,296000000.0,54000000.0,350000000.0,,7000000.0,432000000.0,671000000.0,,671000000.0,1103000000.0,1098000000.0,2201000000.0,2201000000.0,-7000000.0,-7000000.0,-82000000.0,117000000.0,35000000.0,,,1000000.0,-7000000.0,7000000.0,-82000000.0,117000000.0,35000000.0,,,237000000.0,434000000.0,434000000.0,EQIX,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,0.0,,,,
,0.0,0.0,941000000.0,-14000000.0,498000000.0,1196000000.0,624000000.0,126000000.0,303000000.0,-14000000.0,1856000000.0,103000000.0,96849000.0,96849000.0,-0.14,-0.14,-14000000.0,-14000000.0,-14000000.0,-14000000.0,-14000000.0,14000000.0,0.0,-328000000.0,-11000000.0,405000000.0,660000000.0,,660000000.0,1065000000.0,1196000000.0,2261000000.0,2261000000.0,-317000000.0,-317000000.0,-77000000.0,126000000.0,49000000.0,,,0.0,-317000000.0,69000000.0,-77000000.0,126000000.0,49000000.0,,,209000000.0,451000000.0,451000000.0,EQIX,2024-12-31 00:00:00,,,,,,,,,,,,15000000.0,,,,,,,,0.0,,,,
,-2000000.0,0.125,1009000000.0,343000000.0,479000000.0,1084000000.0,993000000.0,514000000.0,357000000.0,343000000.0,1751000000.0,458000000.0,97887000.0,97514000.0,3.5,3.52,343000000.0,343000000.0,343000000.0,343000000.0,343000000.0,49000000.0,392000000.0,-7000000.0,9000000.0,474000000.0,667000000.0,,667000000.0,1141000000.0,1084000000.0,2225000000.0,2225000000.0,-16000000.0,-16000000.0,-75000000.0,122000000.0,47000000.0,,,0.0,-16000000.0,16000000.0,-75000000.0,122000000.0,47000000.0,,,229000000.0,438000000.0,438000000.0,EQIX,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-470000.0,0.094,1044000000.0,368000000.0,499000000.0,1084000000.0,1039000000.0,540000000.0,372530000.0,368000000.0,1756000000.0,494000000.0,98050000.0,97835000.0,3.75,3.76,368000000.0,368000000.0,368000000.0,367000000.0,367000000.0,38000000.0,405000000.0,-12000000.0,-7000000.0,500000000.0,672000000.0,,672000000.0,1172000000.0,1084000000.0,2256000000.0,2256000000.0,-5000000.0,-5000000.0,-83000000.0,135000000.0,52000000.0,,,1000000.0,-5000000.0,5000000.0,-83000000.0,135000000.0,52000000.0,1000000.0,,221000000.0,451000000.0,451000000.0,EQIX,2025-06-30 00:00:00,,,,,,,,,,,,-1000000.0,1000000.0,,,,,,,0.0,,,,
,0.0,0.168,1451000000.0,993000000.0,227000000.0,3940000000.0,1451000000.0,1224000000.0,993000000.0,993000000.0,5157000000.0,,401000000.0,399200000.0,2.48,2.49,993000000.0,993000000.0,993000000.0,994000000.0,994000000.0,201000000.0,1195000000.0,32000000.0,32000000.0,1193000000.0,1217000000.0,196000000.0,1021000000.0,2410000000.0,3940000000.0,6350000000.0,6350000000.0,,,-29000000.0,29000000.0,,,,-1000000.0,,,-29000000.0,29000000.0,,,,,,,ETN,2024-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.161,1468000000.0,1009000000.0,235000000.0,3899000000.0,1468000000.0,1233000000.0,1009000000.0,1009000000.0,5134000000.0,,398900000.0,397100000.0,2.53,2.54,1009000000.0,1009000000.0,1009000000.0,1011000000.0,1011000000.0,193000000.0,1204000000.0,22000000.0,22000000.0,1211000000.0,1235000000.0,207000000.0,1028000000.0,2446000000.0,3899000000.0,6345000000.0,6345000000.0,,,-29000000.0,29000000.0,,,,-1000000.0,,,-29000000.0,29000000.0,,,,,,,ETN,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.167095,1443000000.0,971000000.0,234000000.0,3811000000.0,1443000000.0,1209000000.0,971000000.0,971000000.0,5015000000.0,,396000000.0,394100000.0,2.45,2.46,971000000.0,971000000.0,971000000.0,971000000.0,972000000.0,195000000.0,1167000000.0,-16000000.0,-16000000.0,1225000000.0,1204000000.0,201000000.0,1003000000.0,2429000000.0,3811000000.0,6240000000.0,6240000000.0,,,-42000000.0,42000000.0,,,,0.0,,,-42000000.0,42000000.0,,,,,,,ETN,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.18,1442000000.0,964000000.0,232000000.0,3930000000.0,1442000000.0,1210000000.0,964000000.0,964000000.0,5176000000.0,,393600000.0,392200000.0,2.45,2.46,964000000.0,964000000.0,964000000.0,965000000.0,965000000.0,212000000.0,1177000000.0,9000000.0,9000000.0,1201000000.0,1246000000.0,198000000.0,1048000000.0,2447000000.0,3930000000.0,6377000000.0,6377000000.0,,,-33000000.0,33000000.0,,,,-1000000.0,,,-33000000.0,33000000.0,,,,,,,ETN,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.172,1518000000.0,982000000.0,261000000.0,4431000000.0,1518000000.0,1257000000.0,982000000.0,982000000.0,5772000000.0,,391400000.0,390300000.0,2.51,2.52,982000000.0,982000000.0,982000000.0,982000000.0,983000000.0,203000000.0,1186000000.0,1000000.0,1000000.0,1256000000.0,1341000000.0,192000000.0,1149000000.0,2597000000.0,4431000000.0,7028000000.0,7028000000.0,,,-71000000.0,71000000.0,,,,-1000000.0,,,-71000000.0,71000000.0,,,,,,,ETN,2025-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.168,1451000000.0,993000000.0,227000000.0,3940000000.0,1451000000.0,1224000000.0,993000000.0,993000000.0,5157000000.0,,401000000.0,399200000.0,2.48,2.49,993000000.0,993000000.0,993000000.0,994000000.0,994000000.0,201000000.0,1195000000.0,32000000.0,32000000.0,1193000000.0,1217000000.0,196000000.0,1021000000.0,2410000000.0,3940000000.0,6350000000.0,6350000000.0,,,-29000000.0,29000000.0,,,,-1000000.0,,,-29000000.0,29000000.0,,,,,,,ETN,2024-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.161,1468000000.0,1009000000.0,235000000.0,3899000000.0,1468000000.0,1233000000.0,1009000000.0,1009000000.0,5134000000.0,,398900000.0,397100000.0,2.53,2.54,1009000000.0,1009000000.0,1009000000.0,1011000000.0,1011000000.0,193000000.0,1204000000.0,22000000.0,22000000.0,1211000000.0,1235000000.0,207000000.0,1028000000.0,2446000000.0,3899000000.0,6345000000.0,6345000000.0,,,-29000000.0,29000000.0,,,,-1000000.0,,,-29000000.0,29000000.0,,,,,,,ETN,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.167095,1443000000.0,971000000.0,234000000.0,3811000000.0,1443000000.0,1209000000.0,971000000.0,971000000.0,5015000000.0,,396000000.0,394100000.0,2.45,2.46,971000000.0,971000000.0,971000000.0,971000000.0,972000000.0,195000000.0,1167000000.0,-16000000.0,-16000000.0,1225000000.0,1204000000.0,201000000.0,1003000000.0,2429000000.0,3811000000.0,6240000000.0,6240000000.0,,,-42000000.0,42000000.0,,,,0.0,,,-42000000.0,42000000.0,,,,,,,ETN,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.18,1442000000.0,964000000.0,232000000.0,3930000000.0,1442000000.0,1210000000.0,964000000.0,964000000.0,5176000000.0,,393600000.0,392200000.0,2.45,2.46,964000000.0,964000000.0,964000000.0,965000000.0,965000000.0,212000000.0,1177000000.0,9000000.0,9000000.0,1201000000.0,1246000000.0,198000000.0,1048000000.0,2447000000.0,3930000000.0,6377000000.0,6377000000.0,,,-33000000.0,33000000.0,,,,-1000000.0,,,-33000000.0,33000000.0,,,,,,,ETN,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.172,1518000000.0,982000000.0,261000000.0,4431000000.0,1518000000.0,1257000000.0,982000000.0,982000000.0,5772000000.0,,391400000.0,390300000.0,2.51,2.52,982000000.0,982000000.0,982000000.0,982000000.0,983000000.0,203000000.0,1186000000.0,1000000.0,1000000.0,1256000000.0,1341000000.0,192000000.0,1149000000.0,2597000000.0,4431000000.0,7028000000.0,7028000000.0,,,-71000000.0,71000000.0,,,,-1000000.0,,,-71000000.0,71000000.0,,,,,,,ETN,2025-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026000000.0,GE,2024-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
,-40334000.0,0.086,2447000000.0,1320000000.0,283000000.0,5575000000.0,1978000000.0,1695000000.0,1748666000.0,1266000000.0,7466000000.0,,1100000000.0,1089000000.0,1.15,1.16,1266000000.0,1266000000.0,1266000000.0,1268000000.0,1322000000.0,125000000.0,1447000000.0,-134000000.0,301000000.0,1627000000.0,1891000000.0,300000000.0,1591000000.0,3518000000.0,5575000000.0,9093000000.0,9093000000.0,-469000000.0,-469000000.0,-48000000.0,248000000.0,200000000.0,,,-2000000.0,-469000000.0,75000000.0,-48000000.0,248000000.0,200000000.0,,,,1591000000.0,924000000.0,GE,2024-06-30 00:00:00,,34000000.0,,,,-54000000.0,,,,,-394000000.0,,,667000000.0,,,,,,,,,,
,40740000.0,0.105,2069000000.0,1705000000.0,313000000.0,6226000000.0,2457000000.0,2144000000.0,1357740000.0,1852000000.0,8601000000.0,,1098000000.0,1093000000.0,1.7,1.71,1852000000.0,1852000000.0,1852000000.0,1842000000.0,1695000000.0,198000000.0,1893000000.0,717000000.0,301000000.0,1241000000.0,2375000000.0,331000000.0,2044000000.0,3616000000.0,6226000000.0,9842000000.0,9842000000.0,388000000.0,388000000.0,-64000000.0,251000000.0,187000000.0,,,10000000.0,388000000.0,74000000.0,-64000000.0,251000000.0,187000000.0,,357000000.0,1330000000.0,714000000.0,,GE,2024-09-30 00:00:00,,28000000.0,,,,147000000.0,,,,,713000000.0,,251000000.0,714000000.0,,,,,,,,,,
,-112660270.388138,0.172263,3469000000.0,1905000000.0,298000000.0,6762000000.0,2815000000.0,2517000000.0,2446339729.611862,1899000000.0,8206000000.0,,1085142857.0,1078977273.0,1.75,1.76,1899000000.0,1899000000.0,1899000000.0,1890000000.0,1897000000.0,395000000.0,2293000000.0,-287000000.0,301000000.0,2605000000.0,1444000000.0,385000000.0,1059000000.0,4049000000.0,6762000000.0,10811000000.0,10811000000.0,-654000000.0,-654000000.0,-27000000.0,224000000.0,197000000.0,,,7000000.0,-654000000.0,603000000.0,-27000000.0,224000000.0,197000000.0,,,,4339000000.0,,GE,2024-12-31 00:00:00,,66000000.0,,,,-6000000.0,,,,,-51000000.0,,0.0,421000000.0,,,,,,,,,,
